Channel Name,Channel ID,YouTube URL,Theme,Tags,Favorite,Classification Basis,Needs Review
فرائد - Faraeed,UCUhxhF9Gw345BpmAwvskohA,https://www.youtube.com/channel/UCUhxhF9Gw345BpmAwvskohA,Faith & Islamic Studies,Islam; Faith,Yes,"Inferred from channel name, recent video titles, and collection context",No
فريد الأنصاري,UC56KbmJAmeyD8ZVv04JSTSA,https://www.youtube.com/channel/UC56KbmJAmeyD8ZVv04JSTSA,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
فضيلة الشيخ محمد بن صالح العثيمين,UCFjzJYgxHjk44AFoEwwgPjg,https://www.youtube.com/channel/UCFjzJYgxHjk44AFoEwwgPjg,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
فقه النفس/ مكاني Makany,UC2hgUdruvEzm4-sxTWrP2zg,https://www.youtube.com/channel/UC2hgUdruvEzm4-sxTWrP2zg,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
فقِّه نفسك في المذهب المالكي,UCqQydZGI2Zpo069ylcZOqTQ,https://www.youtube.com/channel/UCqQydZGI2Zpo069ylcZOqTQ,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قراء وعلماء المغرب الأقصى / Moroccan Quran reciters,UCcjFQDQ1g993Douu7RCK1OQ,https://www.youtube.com/channel/UCcjFQDQ1g993Douu7RCK1OQ,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قصة الإسلام,UCByuJcxuwS0yK43sOAVaQsg,https://www.youtube.com/channel/UCByuJcxuwS0yK43sOAVaQsg,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة اغتنم شبابك,UC9INmRW9c1_n2S97DfZrWSg,https://www.youtube.com/channel/UC9INmRW9c1_n2S97DfZrWSg,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة الأنس Al ons TV,UCKd-PvwdwT3R0a5mPk1O0dg,https://www.youtube.com/channel/UCKd-PvwdwT3R0a5mPk1O0dg,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة الأنصاري الدعوية,UC7KMlx81iFWKLdfdh3mzOpw,https://www.youtube.com/channel/UC7KMlx81iFWKLdfdh3mzOpw,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة البينة لمقارنة الأديان والرد على الشبهات,UCh4tVr9X09Cq2o1u3JimzJQ,https://www.youtube.com/channel/UCh4tVr9X09Cq2o1u3JimzJQ,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة الرد على الملحدين,UCMDyPiR2qzrh7DqVbvtiK9A,https://www.youtube.com/channel/UCMDyPiR2qzrh7DqVbvtiK9A,Faith & Islamic Studies,,No,Inferred from the previous PocketTube collection,No
قناة الشيخ البشير عصام المراكشي,UCPz0KVb8ddONxFqTSj-7CYA,https://www.youtube.com/channel/UCPz0KVb8ddONxFqTSj-7CYA,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة الشيخ كشك,UCrZ3UtzbXNYVl4r2a0xJGxQ,https://www.youtube.com/channel/UCrZ3UtzbXNYVl4r2a0xJGxQ,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة الشيخ محمد زحل,UCTDc1RLIHHNjN5WlHoZwXQg,https://www.youtube.com/channel/UCTDc1RLIHHNjN5WlHoZwXQg,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة الشَّيخ سَعيد الكَمَلي,UCASAOTD6fMPEg8jmO4nPblQ,https://www.youtube.com/channel/UCASAOTD6fMPEg8jmO4nPblQ,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة الفرقان,UCLU9-gFjUAEiO4HwpA-TCYA,https://www.youtube.com/channel/UCLU9-gFjUAEiO4HwpA-TCYA,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة حسن الحسيني,UC-PTiHEZnsponbqlmRIxfpw,https://www.youtube.com/channel/UC-PTiHEZnsponbqlmRIxfpw,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة د.حمزة الخالدي,UCBvBkVl6fsHs7zuqw1J0z0A,https://www.youtube.com/channel/UCBvBkVl6fsHs7zuqw1J0z0A,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
للحقيقة وجوه أخرى,UCR8T8Tidu8ZKRy_gjxsIC0g,https://www.youtube.com/channel/UCR8T8Tidu8ZKRy_gjxsIC0g,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
لو بطلنا نسأل ...؟,UCJkTv2R2IDznd-ugW3DiICA,https://www.youtube.com/channel/UCJkTv2R2IDznd-ugW3DiICA,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
مجتمع Mujtama,UCyWaBrXb9nxvM85P0hghwYg,https://www.youtube.com/channel/UCyWaBrXb9nxvM85P0hghwYg,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
محبي الدكتور مبروك زيد الخير,UC-4-3fh4IHFnd-s5hHabMiA,https://www.youtube.com/channel/UC-4-3fh4IHFnd-s5hHabMiA,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
محمد صالح المنجد,UCEtzpou7x4iq1r8PxSAcZxQ,https://www.youtube.com/channel/UCEtzpou7x4iq1r8PxSAcZxQ,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
مركز إرشاد للدراسات والتكوين,UCWvP9V37qxB7ah9NwU6qnUQ,https://www.youtube.com/channel/UCWvP9V37qxB7ah9NwU6qnUQ,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
مسلم- Muslim,UCtSZ1ruGYopivUhXGiiYB0Q,https://www.youtube.com/channel/UCtSZ1ruGYopivUhXGiiYB0Q,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
وعي,UC2qcjzOEX3lxE73cyroWdiw,https://www.youtube.com/channel/UC2qcjzOEX3lxE73cyroWdiw,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
يونس الخمليشي,UCpKobWhHn9QDmS9v30tYAvQ,https://www.youtube.com/channel/UCpKobWhHn9QDmS9v30tYAvQ,Faith & Islamic Studies,,No,"Inferred from channel name, recent video titles, and collection context",No
ANEX SENPAI,UCWkhP_z9_LmLCA-ni3Cjh_g,https://www.youtube.com/channel/UCWkhP_z9_LmLCA-ni3Cjh_g,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Answer in Progress,UCqVEHtQoXHmUCfJ-9smpTSg,https://www.youtube.com/channel/UCqVEHtQoXHmUCfJ-9smpTSg,Film & TV,Film; TV; Cinema,Yes,"Inferred from channel name, recent video titles, and collection context",No
Art Lab,UC0IL9AYRr4CMC9j_3XNLVUQ,https://www.youtube.com/channel/UC0IL9AYRr4CMC9j_3XNLVUQ,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
David Zhang,UC1ELUfyiYnQQhtPWBS9Dmbg,https://www.youtube.com/channel/UC1ELUfyiYnQQhtPWBS9Dmbg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
DiMA DRAMA MCN,UCIoffwJiLlPt_Pg9M8CQN_w,https://www.youtube.com/channel/UCIoffwJiLlPt_Pg9M8CQN_w,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Easy Dc,UCx_mcjoZ4PgeKKapE6hv9MQ,https://www.youtube.com/channel/UCx_mcjoZ4PgeKKapE6hv9MQ,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Elde Art,UCSNOJnhgk9M8voHYhg4k9UA,https://www.youtube.com/channel/UCSNOJnhgk9M8voHYhg4k9UA,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Eli,UCnnRcYv8Op-bwgvPz6MOogw,https://www.youtube.com/channel/UCnnRcYv8Op-bwgvPz6MOogw,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
ERiiTO - اريتو,UCajl-KghH-LQBgA_X144aiw,https://www.youtube.com/channel/UCajl-KghH-LQBgA_X144aiw,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
evil9 | ايفل٩,UCKB1ztlBvodAHhqa7R1stqg,https://www.youtube.com/channel/UCKB1ztlBvodAHhqa7R1stqg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Film Collector Archive,UC7siDauJ2jtcIKiSyveG4mw,https://www.youtube.com/channel/UC7siDauJ2jtcIKiSyveG4mw,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
FluentU German,UC7ewdyLtsAhq18R3M5cNESw,https://www.youtube.com/channel/UC7ewdyLtsAhq18R3M5cNESw,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Foxomar,UCgm-wtQ9F24snCx5hJLItKg,https://www.youtube.com/channel/UCgm-wtQ9F24snCx5hJLItKg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Home Video Hangouts,UCJmFjZ5aapqjjcmij6I_egw,https://www.youtube.com/channel/UCJmFjZ5aapqjjcmij6I_egw,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Jaan AlBalushi,UCIemRuZJF1UfnEbN1t7d-Mw,https://www.youtube.com/channel/UCIemRuZJF1UfnEbN1t7d-Mw,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Jakob Ross,UCmiCAwVmaSb3j5kwyIlhxYg,https://www.youtube.com/channel/UCmiCAwVmaSb3j5kwyIlhxYg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
josh (with parentheses),UCqf0X7s2oubwgX1MvBqH7ZA,https://www.youtube.com/channel/UCqf0X7s2oubwgX1MvBqH7ZA,Film & TV,Film; TV; History; Cinema,Yes,"Inferred from channel name, recent video titles, and collection context",No
Just an Observation,UClBdHx9kIZ6LZMUg7lYzZ4A,https://www.youtube.com/channel/UClBdHx9kIZ6LZMUg7lYzZ4A,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
ksiyer,UC0_6wNsxx4KHiD8XWrbaJ7Q,https://www.youtube.com/channel/UC0_6wNsxx4KHiD8XWrbaJ7Q,Film & TV,,No,Inferred from the previous PocketTube collection,No
Learning about Movies,UC7ShaDvAGIibjycAK17R8eg,https://www.youtube.com/channel/UC7ShaDvAGIibjycAK17R8eg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Maher Mosly,UCTFudzu0dUatBTpkMtK_Z8w,https://www.youtube.com/channel/UCTFudzu0dUatBTpkMtK_Z8w,Film & TV,,No,Inferred from the previous PocketTube collection,No
Marvel Entertainment,UCvC4D8onUfXzvjTOM-dBfEA,https://www.youtube.com/channel/UCvC4D8onUfXzvjTOM-dBfEA,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Matt Rittman,UCUK1Fz1o94JA1wI6I7yLT2Q,https://www.youtube.com/channel/UCUK1Fz1o94JA1wI6I7yLT2Q,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Mohamed Khaled TV,UCG-jOennaZ8sE91HIZeXg7w,https://www.youtube.com/channel/UCG-jOennaZ8sE91HIZeXg7w,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
mostafa makram TV,UCRuf3R3TBHYcnnYIPvuwQmQ,https://www.youtube.com/channel/UCRuf3R3TBHYcnnYIPvuwQmQ,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
One Minute TV,UC5yyveBLS6xJCLcSTzziJ5w,https://www.youtube.com/channel/UC5yyveBLS6xJCLcSTzziJ5w,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Oscarak,UCSEyZ3nZsYGDXpkn757Gfug,https://www.youtube.com/channel/UCSEyZ3nZsYGDXpkn757Gfug,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Safi.lamb0,UCKPjVwT_3x1980u6O5sWVjQ,https://www.youtube.com/channel/UCKPjVwT_3x1980u6O5sWVjQ,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Sony Jackson,UCPq8S7gPlJkdg3DxbIixixg,https://www.youtube.com/channel/UCPq8S7gPlJkdg3DxbIixixg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
TV Norge,UCYM3pKj9tFQOXc2XcJmj8Vg,https://www.youtube.com/channel/UCYM3pKj9tFQOXc2XcJmj8Vg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Ultra Dragon,UCyUwgJI3x3wOT3-2srDM0nQ,https://www.youtube.com/channel/UCyUwgJI3x3wOT3-2srDM0nQ,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Ultra Dragon Plus,UCLRQ1_ps4u6zf-cA1KsitCg,https://www.youtube.com/channel/UCLRQ1_ps4u6zf-cA1KsitCg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
VodkaFunky TV,UCvxt_KdYQRbQJJr-VIr8mlQ,https://www.youtube.com/channel/UCvxt_KdYQRbQJJr-VIr8mlQ,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Yair Sasson Art,UCMGw5u3Yqb6crAtxznj8kxw,https://www.youtube.com/channel/UCMGw5u3Yqb6crAtxznj8kxw,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Youssef Halim,UCQ9azoLKt090h4ZSyUGHh-w,https://www.youtube.com/channel/UCQ9azoLKt090h4ZSyUGHh-w,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Zakaria Dahabi,UCk5h6t5X4CDvlLFgo2-eJfA,https://www.youtube.com/channel/UCk5h6t5X4CDvlLFgo2-eJfA,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
الأخوين قدس,UCvAIjY994MvAGnqHl930IKQ,https://www.youtube.com/channel/UCvAIjY994MvAGnqHl930IKQ,Film & TV,Film; TV; History; Cinema,Yes,"Inferred from channel name, recent video titles, and collection context",No
ترافي Trafi I,UCm3aaptsHoYusCOfwiT0XpQ,https://www.youtube.com/channel/UCm3aaptsHoYusCOfwiT0XpQ,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
داني بوكس - Dany Box,UCjV8uYD9h62KAuVr2e1qcYQ,https://www.youtube.com/channel/UCjV8uYD9h62KAuVr2e1qcYQ,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
راكان الشايع | Rakan AlShaya,UCoIVJoJ9rjaLkosOcbXgaRg,https://www.youtube.com/channel/UCoIVJoJ9rjaLkosOcbXgaRg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
عزيز الزامل,UCNbRRlsqd5DPKrSjQe2vbMA,https://www.youtube.com/channel/UCNbRRlsqd5DPKrSjQe2vbMA,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
عن السينما,UCKkye9ohYQ4Q7D2eD1wIjUQ,https://www.youtube.com/channel/UCKkye9ohYQ4Q7D2eD1wIjUQ,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
محمد الرماش,UCIh3gmJYPWmt1n9lHafCrVw,https://www.youtube.com/channel/UCIh3gmJYPWmt1n9lHafCrVw,Film & TV,Film; TV; Cinema,Yes,"Inferred from channel name, recent video titles, and collection context",No
من عنيا,UCyWHNjwSLMNGfaYKoCQd8kg,https://www.youtube.com/channel/UCyWHNjwSLMNGfaYKoCQd8kg,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
من غير مونتاج,UCNQ47xqc8U6diewfjBFH1_g,https://www.youtube.com/channel/UCNQ47xqc8U6diewfjBFH1_g,Film & TV,Film; TV; Cinema,Yes,"Inferred from channel name, recent video titles, and collection context",No
هورايزن انمي /Horizon anime,UCH4nAKgp-yY5wc8mgsVpsHw,https://www.youtube.com/channel/UCH4nAKgp-yY5wc8mgsVpsHw,Film & TV,,No,"Inferred from channel name, recent video titles, and collection context",No
Alaa English world,UCJU0w-2AKB-EVDSZxtzWXNw,https://www.youtube.com/channel/UCJU0w-2AKB-EVDSZxtzWXNw,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
Alexander Arguelles,UCRGtDF5VAywUVwgT51Ud6OQ,https://www.youtube.com/channel/UCRGtDF5VAywUVwgT51Ud6OQ,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
Ayoub Akil,UCPIKx7VvZ0gJoSgwrzdztGw,https://www.youtube.com/channel/UCPIKx7VvZ0gJoSgwrzdztGw,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
Benjamin - Der Deutschlehrer,UCeVQK7ZPXDOAyjY0NYqmX-Q,https://www.youtube.com/channel/UCeVQK7ZPXDOAyjY0NYqmX-Q,Language Learning,,No,Inferred from the previous PocketTube collection,No
CasiCreativo English,UCXWyDIBDOM_CjUpWfaC0kGA,https://www.youtube.com/channel/UCXWyDIBDOM_CjUpWfaC0kGA,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
Charles Villa,UCjfPQ8Zo9NhrBa0tinsSUrQ,https://www.youtube.com/channel/UCjfPQ8Zo9NhrBa0tinsSUrQ,Language Learning,Languages; Learning,Yes,"Inferred from channel name, recent video titles, and collection context",No
Cloud English,UCASYXKcPr9tYaz7Jf3ghuUg,https://www.youtube.com/channel/UCASYXKcPr9tYaz7Jf3ghuUg,Language Learning,Languages; Learning,Yes,"Inferred from channel name, recent video titles, and collection context",No
Corinna Languages,UC-iZhNROJtZUGKo8U3r7y2Q,https://www.youtube.com/channel/UC-iZhNROJtZUGKo8U3r7y2Q,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
Deutsch Lernen Mit Yassine,UCP1-VilXoVYVzOUbLnY-uNA,https://www.youtube.com/channel/UCP1-VilXoVYVzOUbLnY-uNA,Language Learning,,No,Inferred from the previous PocketTube collection,No
Deutsch mit Mira,UCyCYp86j4jxKKKahgdWyKkQ,https://www.youtube.com/channel/UCyCYp86j4jxKKKahgdWyKkQ,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
Dogen,UCSX0NhNdBA-ZnEFkYFzdw4A,https://www.youtube.com/channel/UCSX0NhNdBA-ZnEFkYFzdw4A,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
English For You,UCaUajKAl3cpGQ6KARpnz_3w,https://www.youtube.com/channel/UCaUajKAl3cpGQ6KARpnz_3w,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
English Language Academy,UC7HhSlh-QbL9626A_mM4DRg,https://www.youtube.com/channel/UC7HhSlh-QbL9626A_mM4DRg,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
ENGLISH with James · engVid,UCwA7Aepp7nRUJNa8roQ-6Bw,https://www.youtube.com/channel/UCwA7Aepp7nRUJNa8roQ-6Bw,Language Learning,,No,"Inferred from channel name, recent video titles, and collection context",No
